"DHB","Population","Full_IM","Rate","group","breakdown","from_file","until_month","until_year","until_month_n","until_year_n"
"Whanganui",NA,NA,0.75,"Pacific","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"National",1957,1259,0.643332,"Pacific","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Auckland",430,332,0.772093,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Bay of Plenty",41,33,0.804878,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Canterbury",122,101,0.827869,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Capital & Coast",115,100,0.869565,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Counties Manukau",330,271,0.821212,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hawkes Bay",24,22,0.916667,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hutt Valley",68,60,0.882353,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Lakes",15,12,0.8,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Midcentral",22,18,0.818182,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Nelson Marlborough",12,10,0.833333,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Northland",17,16,0.941176,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Otago",16,15,0.9375,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"South Canterbury",NA,NA,1,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Southland",24,19,0.791667,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Tairawhiti",NA,0,NA,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Taranaki",17,13,0.764706,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waikato",92,68,0.73913,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Wairarapa",NA,NA,1,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waitemata",310,252,0.812903,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"West Coast",NA,NA,1,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Whanganui",NA,NA,0.5,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"National",1671,1353,0.809695,"Asian","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Auckland",255,180,0.705882,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Bay of Plenty",50,29,0.58,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Canterbury",257,184,0.715953,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Capital & Coast",152,124,0.815789,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Counties Manukau",215,166,0.772093,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hawkes Bay",41,28,0.682927,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hutt Valley",57,42,0.736842,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Lakes",32,26,0.8125,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Midcentral",61,37,0.606557,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Nelson Marlborough",90,50,0.555556,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Northland",56,38,0.678571,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Otago",68,55,0.808824,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"South Canterbury",NA,NA,1,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Southland",36,29,0.805556,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Tairawhiti",10,NA,0.3,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Taranaki",32,22,0.6875,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waikato",125,74,0.592,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Wairarapa",10,NA,0.6,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waitemata",355,259,0.729577,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"West Coast",16,NA,0.4375,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Whanganui",31,21,0.677419,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"National",1953,1384,0.708653,"Other","ethnic","immunisation-3months-mar2010.xls","March ","10",3,2010
"Auckland",245,176,0.718367,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Bay of Plenty",50,31,0.62,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Canterbury",338,262,0.775148,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Capital & Coast",301,250,0.830565,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Counties Manukau",176,117,0.664773,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hawkes Bay",68,46,0.676471,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hutt Valley",103,76,0.737864,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Lakes",61,45,0.737705,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Midcentral",62,43,0.693548,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Nelson Marlborough",56,48,0.857143,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Northland",30,21,0.7,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Otago",97,81,0.835052,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"South Canterbury",27,22,0.814815,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Southland",110,91,0.827273,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Tairawhiti",19,15,0.789474,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Taranaki",45,34,0.755556,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waikato",166,117,0.704819,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Wairarapa",18,11,0.611111,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waitemata",303,212,0.69967,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"West Coast",11,10,0.909091,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Whanganui",15,NA,0.533333,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"National",2301,1716,0.745763,"Total","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Auckland",261,186,0.712644,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Bay of Plenty",100,59,0.59,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Canterbury",361,284,0.786704,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Capital & Coast",193,159,0.823834,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Counties Manukau",237,179,0.755274,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hawkes Bay",90,64,0.711111,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hutt Valley",88,69,0.784091,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Lakes",45,34,0.755556,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Midcentral",97,68,0.701031,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Nelson Marlborough",99,72,0.727273,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Northland",68,46,0.676471,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Otago",139,114,0.820144,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"South Canterbury",24,15,0.625,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Southland",76,63,0.828947,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Tairawhiti",NA,NA,0.625,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Taranaki",86,52,0.604651,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waikato",229,141,0.615721,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Wairarapa",22,19,0.863636,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waitemata",368,259,0.703804,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"West Coast",15,13,0.866667,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Whanganui",30,19,0.633333,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"National",2636,1920,0.728376,"NZE","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Auckland",301,222,0.737542,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Bay of Plenty",126,63,0.5,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Canterbury",379,268,0.707124,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Capital & Coast",158,124,0.78481,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Counties Manukau",194,141,0.726804,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hawkes Bay",120,88,0.733333,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hutt Valley",100,69,0.69,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Lakes",41,30,0.731707,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Midcentral",120,84,0.7,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Nelson Marlborough",118,84,0.711864,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Northland",86,52,0.604651,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Otago",109,85,0.779817,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"South Canterbury",46,37,0.804348,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Southland",83,63,0.759036,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Tairawhiti",15,10,0.666667,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Taranaki",93,52,0.55914,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waikato",205,111,0.541463,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Wairarapa",27,21,0.777778,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waitemata",378,263,0.695767,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"West Coast",32,23,0.71875,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Whanganui",38,30,0.789474,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"National",2769,1920,0.693391,"Maori","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Auckland",368,259,0.703804,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Bay of Plenty",155,77,0.496774,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Canterbury",295,202,0.684746,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Capital & Coast",128,96,0.75,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Counties Manukau",324,216,0.666667,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hawkes Bay",138,93,0.673913,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hutt Valley",109,75,0.688073,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Lakes",61,39,0.639344,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Midcentral",135,82,0.607407,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Nelson Marlborough",78,48,0.615385,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Northland",93,51,0.548387,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Otago",104,82,0.788462,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"South Canterbury",36,27,0.75,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Southland",93,68,0.731183,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Tairawhiti",39,28,0.717949,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Taranaki",86,51,0.593023,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waikato",290,172,0.593103,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Wairarapa",60,44,0.733333,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waitemata",400,260,0.65,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"West Coast",53,28,0.528302,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Whanganui",61,45,0.737705,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"National",3106,2043,0.657759,"Pacific","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Auckland",402,268,0.666667,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Bay of Plenty",212,93,0.438679,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Canterbury",213,134,0.629108,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Capital & Coast",180,119,0.661111,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Counties Manukau",864,504,0.583333,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hawkes Bay",238,126,0.529412,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hutt Valley",149,98,0.657718,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Lakes",154,87,0.564935,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Midcentral",134,71,0.529851,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Nelson Marlborough",38,28,0.736842,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Northland",229,107,0.467249,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Otago",65,54,0.830769,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"South Canterbury",25,22,0.88,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Southland",55,39,0.709091,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Tairawhiti",121,55,0.454545,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Taranaki",80,51,0.6375,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waikato",359,171,0.476323,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Wairarapa",18,13,0.722222,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waitemata",192,118,0.614583,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"West Coast",18,10,0.555556,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Whanganui",91,51,0.56044,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"National",3837,2219,0.578316,"Asian","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Auckland",131,83,0.633588,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Bay of Plenty",99,47,0.474747,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Canterbury",121,102,0.842975,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Capital & Coast",62,43,0.693548,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Counties Manukau",506,345,0.681818,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hawkes Bay",25,12,0.48,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Hutt Valley",36,26,0.722222,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Lakes",74,50,0.675676,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Midcentral",61,44,0.721311,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Nelson Marlborough",66,35,0.530303,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Northland",71,40,0.56338,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Otago",36,30,0.833333,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"South Canterbury",NA,NA,0.714286,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Southland",39,34,0.871795,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Tairawhiti",15,NA,0.4,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Taranaki",38,25,0.657895,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waikato",179,103,0.575419,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Wairarapa",NA,NA,0.75,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Waitemata",399,265,0.66416,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"West Coast",0,0,NA,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Whanganui",NA,NA,1,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"National",1974,1303,0.660081,"Other","deprevation","immunisation-3months-mar2010.xls","March ","10",3,2010
"Auckland",1729,1264,0.731058,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",801,474,0.59176,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",1667,1195,0.716857,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",994,729,0.7334,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",2352,1506,0.640306,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",604,410,0.678808,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",530,401,0.756604,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",397,252,0.634761,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",624,384,0.615385,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",468,332,0.709402,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",684,363,0.530702,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",174,137,0.806691,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",966,774,0.801242,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",199,98,0.492462,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",428,281,0.656542,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",1424,823,0.577949,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",134,99,0.738806,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",2032,1382,0.680118,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",113,80,0.707965,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",217,139,0.640553,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",16537,11123,0.672613,"Total","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",439,324,0.738041,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",327,232,0.70948,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",965,715,0.740933,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",405,303,0.748148,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",323,230,0.712074,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",236,179,0.758475,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",199,160,0.80402,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",123,94,0.764228,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",275,198,0.72,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",261,196,0.750958,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",247,155,0.62753,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",124,102,0.822581,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",611,507,0.829787,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",48,31,0.645833,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",238,164,0.689076,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",638,411,0.644201,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",79,64,0.810127,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",790,545,0.689873,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",72,56,0.777778,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",90,66,0.733333,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",6490,4732,0.729122,"NZE","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",221,130,0.588235,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",329,141,0.428571,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",234,140,0.598291,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",174,111,0.637931,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",667,326,0.488756,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",276,167,0.605072,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",138,82,0.594203,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",220,118,0.536364,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",220,111,0.504545,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",92,57,0.619565,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",364,168,0.461538,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",25,18,0.72,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",158,115,0.727848,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",130,52,0.4,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",127,73,0.574803,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",495,226,0.456566,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",44,27,0.613636,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",333,161,0.483483,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",23,14,0.608696,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",95,49,0.515789,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",4365,2286,0.523711,"Maori","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",366,246,0.672131,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",19,15,0.789474,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",67,48,0.716418,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",110,74,0.672727,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",837,542,0.647551,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hawkes Bay",30,21,0.7,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Hutt Valley",74,58,0.783784,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Lakes",12,NA,0.75,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Midcentral",24,13,0.541667,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Nelson Marlborough",12,NA,0.583333,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Northland",13,NA,0.461538,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"South Canterbury",NA,NA,0.857143,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Southern",29,21,0.724138,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Tairawhiti",NA,NA,0.8,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Taranaki",NA,NA,0.666667,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waikato",56,28,0.5,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Wairarapa",NA,NA,0.75,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Waitemata",266,179,0.672932,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"West Coast",NA,NA,1,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Whanganui",NA,NA,0.714286,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"National",1944,1290,0.66358,"Pacific","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Auckland",432,356,0.824074,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Bay of Plenty",54,44,0.814815,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Canterbury",139,111,0.798561,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Capital & Coast",133,112,0.842105,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
"Counties Manukau",312,256,0.820513,"Asian","ethnic","immunisation-3months-mar2011.xls","March ","11",3,2011
